"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","image_group","rt","stimulus","response","image_name","word_count"
"","","","","","html-button-response","78","2031801","0.0-3.0-0.75","2","","","A young girl takes a fashionable photo.","2453990033.jpg","7"
"","","","","","html-button-response","79","2067087","0.0-3.0-0.76","2","","","An old man takes a break on a bench from bike riding.","2460555896.jpg","12"
"","","","","","html-button-response","80","2092239","0.0-3.0-0.77","2","","","Two teams compete in a soccer tournament.","2338197287.jpg","7"
"","","","","","html-button-response","81","2114919","0.0-3.0-0.78","2","","","A young boy plays in the sand at the beach.","29850055.jpg","10"
"","","","","","html-button-response","82","2136406","0.0-3.0-0.79","2","","","An Asian man works in the dirt.","281706216.jpg","7"
"","","","","","html-button-response","83","2157182","0.0-3.0-0.80","2","","","A fisherman throws a cast net.","flickr30_image_1018.jpg","6"
"","","","","","html-button-response","84","2174260","0.0-3.0-0.81","2","","","A child happily plays with their toys.","325742196.jpg","7"
"","","","","","html-button-response","85","2192534","0.0-3.0-0.82","2","","","A young man proudly climbs a tree.","6237339784.jpg","7"
"","","","","","html-button-response","86","2222872","0.0-3.0-0.83","2","","","A father tends to his infant.","4858197102.jpg","6"
"","","","","","html-button-response","87","2241704","0.0-3.0-0.84","2","","","A man naps on a park bench in the sun.","4621100791.jpg","10"
"","","","","","html-button-response","88","2278091","0.0-3.0-0.85","2","","","A young man reads the local newspaper.","4436749692.jpg","7"
"","","","","","html-button-response","89","2315662","0.0-3.0-0.86","2","","","A worker places blocking under a car for safety.","2328550379.jpg","9"
"","","","","","html-button-response","90","2337400","0.0-3.0-0.87","2","","","A toddler chews on an apple.","7348289414.jpg","6"
"","","","","","html-button-response","91","2356240","0.0-3.0-0.88","2","","","A man enjoys a field of flowers.","2472574160.jpg","7"
"","","","","","html-button-response","92","2379001","0.0-3.0-0.89","2","","","An Asian man shaves his face.","4322110026.jpg","6"
"","","","","","html-button-response","93","2397680","0.0-3.0-0.90","2","","","A black man sweeps the sidewalk.","4772785237.jpg","6"
"","","","","","html-button-response","94","2430833","0.0-3.0-0.91","2","",""," A young boy naps on his striped pillow.","7995263133.jpg","8"
"","","","","","html-button-response","95","2455599","0.0-3.0-0.92","2","","","A young woman enjoys a bottle of water.","2507349105.jpg","8"
"","","","","","html-button-response","96","2476917","0.0-3.0-0.93","2","","","An older woman uses her cell phone.","4789495327.jpg","7"
"","","","","","html-button-response","97","2505801","0.0-3.0-0.94","2","","","Indian women sitting on a large rock.","2336635043.jpg","7"
"","","","","","html-button-response","98","2522561","0.0-3.0-0.95","2","","","A young boy looks off camera.","2505080204.jpg","6"
"","","","","","html-button-response","99","2556261","0.0-3.0-0.96","2","","","A young boy practices soccer at the court.","2476214153.jpg","8"
"","","","","","html-button-response","100","2578206","0.0-3.0-0.97","2","","","A woman happily walks her dog.","2403376030.jpg","6"
"","","","","","html-button-response","101","2618861","0.0-3.0-0.98","2","","","An older woman troubleshoots her car engine.","2418265815.jpg","7"
"","","","","","html-button-response","102","2655285","0.0-3.0-0.99","2","","","A bridesmaid proudly watches her friend get married.","2380093030.jpg","8"
"","","","","","html-button-response","103","2672749","0.0-3.0-0.100","2","","","A white lady enjoys Asian food.","7028846053.jpg","6"
"","","","","","html-button-response","104","2717626","0.0-3.0-0.101","2","","","A lady enjoys a book.","4896173039.jpg","5"
"","","","","","html-button-response","105","2734736","0.0-3.0-0.102","2","","","A puppy swims in a pool.","3549408779.jpg","6"
"","","","","","html-button-response","106","2760030","0.0-3.0-0.103","2","","","A grandmother prepares a meal for her family.","2354516058.jpg","8"
"","","","","","html-button-response","107","2777497","0.0-3.0-0.104","2","","","A child pets a large mammal.","4607606901.jpg","6"
"","","","","","html-button-response","108","2806760","0.0-3.0-0.105","2","","","A busker plays a flute on the street.","807129.jpg","8"
"","","","","","html-button-response","109","2824829","0.0-3.0-0.106","2","","","A young girl kicks a blue ball.","3672940355.jpg","7"
"","","","","","html-button-response","110","2844074","0.0-3.0-0.107","2","","","A young child enjoys a strawberry.","4390269250.jpg","6"
"","","","","","html-button-response","111","2860690","0.0-3.0-0.108","2","","","A baby plays with a toothbrush.","6915574150.jpg","6"
"","","","","","html-button-response","112","2886728","0.0-3.0-0.109","2","","","A child blows bubbles with her cousin.","2467856402.jpg","7"
"","","","","","html-button-response","113","2910780","0.0-3.0-0.110","2","","","A tourist excitedly takes a picture.","4618355872.jpg","6"
"","","","","","html-button-response","114","2939055","0.0-3.0-0.111","2","","","Sisters pose for a picture at their aunt's wedding.","2488795251.jpg","9"
"","","","","","html-button-response","115","2974804","0.0-3.0-0.112","2","","","A man takes a big bite of his ice cream cone.","4705826062.jpg","11"
"","","","","","html-button-response","116","2998152","0.0-3.0-0.113","2","","","A young person enjoys a bike ride.","2428094795.jpg","7"
"","","","","","html-button-response","117","3035246","0.0-3.0-0.114","2","","","A young boy enjoys cucumbers from the garden.","3800306463.jpg","8"
"","","","","","html-button-response","118","3058173","0.0-3.0-0.115","2","","","A pianist practices a musical piece.","2424250856.jpg","6"
"","","","","","html-button-response","119","3086566","0.0-3.0-0.116","2","","","A woman enjoys face painting at a parade.","2504683345.jpg","8"
"","","","","","html-button-response","120","3105493","0.0-3.0-0.117","2","","","A woman laughs heartily at a joke.","6160193920.jpg","7"
"","","","","","html-button-response","121","3119027","0.0-3.0-0.118","2","","","A young man goes for a score.","flickr30_image_1088.jpg","7"
"","","","","","html-button-response","122","3141265","0.0-3.0-0.119","2","","","A professional poses for a profile picture.","2385871165.jpg","7"
"","","","","","html-button-response","123","3155243","0.0-3.0-0.120","2","","","An infant yawns as it wakes up.","4050265867.jpg","7"
"","","","","","html-button-response","124","3174427","0.0-3.0-0.121","2","","","A baby plays with a bowl of fruit.","flickr30_image_1023.jpg","8"
